categ_id (catagory),default_code,description,combined,PackID,Sequence,Length 1,Width 1,Height 1,Weight 1
Finished Goods,RPP-3855-B,"Panel Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3855-B] Panel Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3856,"Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3856] Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights",Pack_0127,1,40,29,9,56
Finished Goods,RPP-3856,"Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3856] Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3856-B,"Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3856-B] Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",Pack_0054,1,40,29,9,54
Finished Goods,RPP-3856-B,"Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3856-B] Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3857,"Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights","[RPP-3857] Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights",Pack_0126,1,40,29,9,57
Finished Goods,RPP-3857,"Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights","[RPP-3857] Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3857-B,"Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights with Brakes","[RPP-3857-B] Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights with Brakes",Pack_0054,1,40,29,9,54
Finished Goods,RPP-3857-B,"Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights with Brakes","[RPP-3857-B] Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights with Brakes",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3858,"Panel Mover 2-45"" uprights, 6"" Phenolic casters, All swivel","[RPP-3858] Panel Mover 2-45"" uprights, 6"" Phenolic casters, All swivel",Pack_0125,1,40,29,9,59
Finished Goods,RPP-3858,"Panel Mover 2-45"" uprights, 6"" Phenolic casters, All swivel","[RPP-3858] Panel Mover 2-45"" uprights, 6"" Phenolic casters, All swivel",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3861,"Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3861] Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights",Pack_0054,1,40,29,9,54
Finished Goods,RPP-3861,"Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3861] Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3863,"Panel Mover with 5"" Poly Casters, All Swivel, and 2 45"" Uprights","[RPP-3863] Panel Mover with 5"" Poly Casters, All Swivel, and 2 45"" Uprights",Pack_0126,1,40,29,9,57
Finished Goods,RPP-3863,"Panel Mover with 5"" Poly Casters, All Swivel, and 2 45"" Uprights","[RPP-3863] Panel Mover with 5"" Poly Casters, All Swivel, and 2 45"" Uprights",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3985,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...","[RPP-3985] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...",Pack_0128,1,55,17,9,56
Finished Goods,RPP-3985,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...","[RPP-3985] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...",Pack_0129,2,55,17,3,28
Finished Goods,RPP-3985 - B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...","[RPP-3985 - B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...",Pack_0128,1,55,17,9,56
Finished Goods,RPP-3985 - B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...","[RPP-3985 - B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...",Pack_0129,2,55,17,3,28
Finished Goods,RPP-3986,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights","[RPP-3986] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights",Pack_0130,1,55,17,9,54
Finished Goods,RPP-3986,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights","[RPP-3986] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights",Pack_0129,2,55,17,3,28
Finished Goods,RPP-3986 - B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights wit...","[RPP-3986 - B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights wit...",Pack_0130,1,55,17,9,54
Finished Goods,RPP-3986 - B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights wit...","[RPP-3986 - B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights wit...",Pack_0129,2,55,17,3,28
Finished Goods,RPP-3986 NC,"Heavy Duty Narrow Panel/Sheet Mover ,2 End Uprights, No Casters","[RPP-3986 NC] Heavy Duty Narrow Panel/Sheet Mover ,2 End Uprights, No Casters",Pack_0130,1,55,17,9,54
Finished Goods,RPP-3986 NC,"Heavy Duty Narrow Panel/Sheet Mover ,2 End Uprights, No Casters","[RPP-3986 NC] Heavy Duty Narrow Panel/Sheet Mover ,2 End Uprights, No Casters",Pack_0129,2,55,17,3,28
Finished Goods,RPP-3987 NC,"Heavy Duty Narrow Panel/Sheet Mover, 2 Side Uprights, No Casters","[RPP-3987 NC] Heavy Duty Narrow Panel/Sheet Mover, 2 Side Uprights, No Casters",Pack_0128,1,55,17,9,56
Finished Goods,RPP-3987 NC,"Heavy Duty Narrow Panel/Sheet Mover, 2 Side Uprights, No Casters","[RPP-3987 NC] Heavy Duty Narrow Panel/Sheet Mover, 2 Side Uprights, No Casters",Pack_0129,2,55,17,3,28
Finished Goods,RPP-3987-B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987-B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",Pack_0128,1,55,17,9,56
Finished Goods,RPP-3987-B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987-B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",Pack_0129,2,55,17,3,28
Finished Goods,RPP-3987US,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987US] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",Pack_0128,1,55,17,9,56
Finished Goods,RPP-3987US,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987US] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",Pack_0129,2,55,17,3,28
Finished Goods,RPP-3988,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 Side Uprights","[RPP-3988] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 Side Uprights",Pack_0128,1,55,17,9,56
Finished Goods,RPP-3988,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 Side Uprights","[RPP-3988] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 Side Uprights",Pack_0131,2,55,31,3,31
Finished Goods,RPP-3988-B,"Heavy Duty Narrow Panel/Sheet Mover 5"" All Swivel Casters, 2 with Brakes, 2 Side Uprights","[RPP-3988-B] Heavy Duty Narrow Panel/Sheet Mover 5"" All Swivel Casters, 2 with Brakes, 2 Side Uprights",Pack_0128,1,55,17,9,56
Finished Goods,RPP-3988-B,"Heavy Duty Narrow Panel/Sheet Mover 5"" All Swivel Casters, 2 with Brakes, 2 Side Uprights","[RPP-3988-B] Heavy Duty Narrow Panel/Sheet Mover 5"" All Swivel Casters, 2 with Brakes, 2 Side Uprights",Pack_0129,2,55,17,3,28
Finished Goods,RPP-3989,"Narrow Heavy Duty Panel Mover Base, 2 Side Uprights, NO Casters","[RPP-3989] Narrow Heavy Duty Panel Mover Base, 2 Side Uprights, NO Casters",Pack_0128,1,55,17,9,56
Finished Goods,RPP-3989,"Narrow Heavy Duty Panel Mover Base, 2 Side Uprights, NO Casters","[RPP-3989] Narrow Heavy Duty Panel Mover Base, 2 Side Uprights, NO Casters",Pack_0129,2,55,17,3,28
Finished Goods,RPP-5005,"PAINTED DECK (3900) 2 X- Tall, 2 Std Uprights, 4 Connector Bars 5"" 2 F & 2 SW Casters","[RPP-5005] PAINTED DECK (3900) 2 X- Tall, 2 Std Uprights, 4 Connector Bars 5"" 2 F & 2 SW Casters",Pack_0132,1,55,17,9,53
Finished Goods,RPP-5005,"PAINTED DECK (3900) 2 X- Tall, 2 Std Uprights, 4 Connector Bars 5"" 2 F & 2 SW Casters","[RPP-5005] PAINTED DECK (3900) 2 X- Tall, 2 Std Uprights, 4 Connector Bars 5"" 2 F & 2 SW Casters",Pack_0131,2,55,31,3,31
Finished Goods,RPP-3987,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",Pack_0128,1,55,17,9,56
Finished Goods,RPP-3987,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",Pack_0133,2,56,31,3,32
Finished Goods,RPP-5051,"PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5051] PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5051,"PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5051] PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters",Pack_0135,2,56,42,3,33
Finished Goods,RPP-5056,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" casters 2F & Sw","[RPP-5056] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" casters 2F & Sw",Pack_0135,1,56,42,3,33
Finished Goods,RPP-5056,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" casters 2F & Sw","[RPP-5056] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" casters 2F & Sw",Pack_0135,2,56,42,3,33
Finished Goods,RPP-5057,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters","[RPP-5057] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5057,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters","[RPP-5057] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters",Pack_0135,2,56,42,3,33
Finished Goods,RPP-5058,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5058] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",Pack_0136,1,56,33,8,114
Finished Goods,RPP-5058,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5058] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",Pack_0135,2,56,42,3,33
Finished Goods,RPP-5059,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters","[RPP-5059] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5059,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters","[RPP-5059] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters",Pack_0137,2,56,42,3,41
Finished Goods,RPP-5005US,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 5"" 2 F & 2 SW Casters","[RPP-5005US] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 5"" 2 F & 2 SW Casters",Pack_0132,1,55,17,9,53
Finished Goods,RPP-5005US,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 5"" 2 F & 2 SW Casters","[RPP-5005US] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 5"" 2 F & 2 SW Casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5006,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 6"" 2F & 2 SW Casters","[RPP-5006] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 6"" 2F & 2 SW Casters",Pack_0136,1,56,33,8,114
Finished Goods,RPP-5006,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 6"" 2F & 2 SW Casters","[RPP-5006] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 6"" 2F & 2 SW Casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5008,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters","[RPP-5008] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters",Pack_0136,1,56,33,8,114
Finished Goods,RPP-5008,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters","[RPP-5008] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5008US,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters","[RPP-5008US] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters",Pack_0136,1,56,33,8,114
Finished Goods,RPP-5008US,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters","[RPP-5008US] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5009,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters","[RPP-5009] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5009,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters","[RPP-5009] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5010,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,6""ALL SWIVEL casters","[RPP-5010] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,6""ALL SWIVEL casters",Pack_0136,1,56,33,8,114
Finished Goods,RPP-5010,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,6""ALL SWIVEL casters","[RPP-5010] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,6""ALL SWIVEL casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5012,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,8""ALL SWIVEL casters","[RPP-5012] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,8""ALL SWIVEL casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5012,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,8""ALL SWIVEL casters","[RPP-5012] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,8""ALL SWIVEL casters",Pack_0139,2,57,42,3,41
Finished Goods,RPP-5012- N C,"PAINTED Deck ( 3900) 2-X-tall uprights, 2 std. uprights, 4 connector braces NO Casters","[RPP-5012- N C] PAINTED Deck ( 3900) 2-X-tall uprights, 2 std. uprights, 4 connector braces NO Casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5012- N C,"PAINTED Deck ( 3900) 2-X-tall uprights, 2 std. uprights, 4 connector braces NO Casters","[RPP-5012- N C] PAINTED Deck ( 3900) 2-X-tall uprights, 2 std. uprights, 4 connector braces NO Casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5013,"COATED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" 2F & 2 S casters","[RPP-5013] COATED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" 2F & 2 S casters",Pack_0136,1,56,33,8,114
Finished Goods,RPP-5013,"COATED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" 2F & 2 S casters","[RPP-5013] COATED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" 2F & 2 S casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5014,"COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,6"" 2F & 2 Sw casters","[RPP-5014] COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,6"" 2F & 2 Sw casters",Pack_0140,1,56,33,8,132
Finished Goods,RPP-5014,"COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,6"" 2F & 2 Sw casters","[RPP-5014] COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,6"" 2F & 2 Sw casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5015,"COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,8"" 2F & 2 SW casters","[RPP-5015] COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,8"" 2F & 2 SW casters",Pack_0141,1,56,33,8,135
Finished Goods,RPP-5015,"COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,8"" 2F & 2 SW casters","[RPP-5015] COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,8"" 2F & 2 SW casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5016,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters","[RPP-5016] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5016,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters","[RPP-5016] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5017,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,6"" ALL SWIVEL casters","[RPP-5017] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,6"" ALL SWIVEL casters",Pack_0136,1,56,33,8,114
Finished Goods,RPP-5017,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,6"" ALL SWIVEL casters","[RPP-5017] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,6"" ALL SWIVEL casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5018,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,8"" ALL SWIVEL casters","[RPP-5018] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,8"" ALL SWIVEL casters",Pack_0142,1,56,33,8,57
Finished Goods,RPP-5018,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,8"" ALL SWIVEL casters","[RPP-5018] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,8"" ALL SWIVEL casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-505,"Stacked Chair Dolly, No Wheels","[RPP-505] Stacked Chair Dolly, No Wheels",Pack_0143,1,37,28,15,22
Finished Goods,RPP-5050,"PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw","[RPP-5050] PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw",Pack_0141,1,56,33,8,135
Finished Goods,RPP-5050,"PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw","[RPP-5050] PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5050US,"PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw","[RPP-5050US] PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw",Pack_0142,1,56,33,8,57
Finished Goods,RPP-5050US,"PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw","[RPP-5050US] PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5051US,"PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5051US] PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5051US,"PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5051US] PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5058US,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5058US] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5058US,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5058US] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5060,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright,1 lip attach 5"" casters 2F & 2 Sw","[RPP-5060] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright,1 lip attach 5"" casters 2F & 2 Sw",Pack_0144,1,56,33,8,133
Finished Goods,RPP-5060,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright,1 lip attach 5"" casters 2F & 2 Sw","[RPP-5060] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright,1 lip attach 5"" casters 2F & 2 Sw",Pack_0139,2,57,42,3,41
Finished Goods,RPP-5060- N/C,"Coated 3900 base,1x-tall upright,1 std upright,1 short upright & 1 lip attachment NO CASTERS","[RPP-5060- N/C] Coated 3900 base,1x-tall upright,1 std upright,1 short upright & 1 lip attachment NO CASTERS",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5060- N/C,"Coated 3900 base,1x-tall upright,1 std upright,1 short upright & 1 lip attachment NO CASTERS","[RPP-5060- N/C] Coated 3900 base,1x-tall upright,1 std upright,1 short upright & 1 lip attachment NO CASTERS",Pack_0138,2,57,42,3,57
Finished Goods,RPP-5061,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5061] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 5"" ALL Swivel casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5061,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5061] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 5"" ALL Swivel casters",Pack_0139,2,57,42,3,41
Finished Goods,RPP-5066,"COATED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 6"" casters 2F & 2 Sw","[RPP-5066] COATED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 6"" casters 2F & 2 Sw",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5066,"COATED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 6"" casters 2F & 2 Sw","[RPP-5066] COATED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 6"" casters 2F & 2 Sw",Pack_0139,2,57,42,3,41
Finished Goods,RPP-5067,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters","[RPP-5067] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5067,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters","[RPP-5067] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters",Pack_0138,2,57,42,3,57
