categ_id (catagory),default_code,description,combined,PackID,Sequence,Length 1,Width 1,Height 1,Weight 1
Finished Goods,RPP-3845-B,"Panel Mover with 5"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights with Brakes","[RPP-3845-B] Panel Mover with 5"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights with Brakes",,2,50,40,4,35
Finished Goods,RPP-3845US,"Panel Mover with 5"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights","[RPP-3845US] Panel Mover with 5"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights",,1,40,29,9,54
Finished Goods,RPP-3845US,"Panel Mover with 5"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights","[RPP-3845US] Panel Mover with 5"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights",,2,50,40,4,35
Finished Goods,RPP-3846,"Panel Mover with 6"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights","[RPP-3846] Panel Mover with 6"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights",,1,40,29,9,59
Finished Goods,RPP-3846,"Panel Mover with 6"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights","[RPP-3846] Panel Mover with 6"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights",,2,50,40,4,52
Finished Goods,RPP-3846-B,"Panel Mover with 6"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights with Brakes","[RPP-3846-B] Panel Mover with 6"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights with Brakes",,1,40,29,9,54
Finished Goods,RPP-3846-B,"Panel Mover with 6"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights with Brakes","[RPP-3846-B] Panel Mover with 6"" Phenolic Casters, 2 Fixed and 2 Swivel, and 3 45"" Uprights with Brakes",,2,50,40,4,35
Finished Goods,RPP-3847,"Panel Mover with 5"" Phenolic Casters All Swivel, and 3 45"" Uprights","[RPP-3847] Panel Mover with 5"" Phenolic Casters All Swivel, and 3 45"" Uprights",,1,40,29,9,57
Finished Goods,RPP-3847,"Panel Mover with 5"" Phenolic Casters All Swivel, and 3 45"" Uprights","[RPP-3847] Panel Mover with 5"" Phenolic Casters All Swivel, and 3 45"" Uprights",,2,50,40,4,52
Finished Goods,RPP-3847-B,"Panel Mover with 5"" Phenolic Casters All Swivel, and 3 45"" Uprights with Brakes","[RPP-3847-B] Panel Mover with 5"" Phenolic Casters All Swivel, and 3 45"" Uprights with Brakes",,1,40,29,9,54
Finished Goods,RPP-3847-B,"Panel Mover with 5"" Phenolic Casters All Swivel, and 3 45"" Uprights with Brakes","[RPP-3847-B] Panel Mover with 5"" Phenolic Casters All Swivel, and 3 45"" Uprights with Brakes",,2,50,40,4,35
Finished Goods,RPP-3847US,"Panel Mover with 5"" Phenolic Casters, all swivel, and 3 45"" uprights","[RPP-3847US] Panel Mover with 5"" Phenolic Casters, all swivel, and 3 45"" uprights",,1,40,29,9,54
Finished Goods,RPP-3847US,"Panel Mover with 5"" Phenolic Casters, all swivel, and 3 45"" uprights","[RPP-3847US] Panel Mover with 5"" Phenolic Casters, all swivel, and 3 45"" uprights",,2,50,40,4,35
Finished Goods,RPP-3848,"Panel Mover with 6"" Phenolic Casters, all swivel, and 3 45"" uprights","[RPP-3848] Panel Mover with 6"" Phenolic Casters, all swivel, and 3 45"" uprights",,1,40,29,9,59
Finished Goods,RPP-3848,"Panel Mover with 6"" Phenolic Casters, all swivel, and 3 45"" uprights","[RPP-3848] Panel Mover with 6"" Phenolic Casters, all swivel, and 3 45"" uprights",,2,50,40,4,52
Finished Goods,RPP-3848-B,"Panel Mover with 6"" Phenolic Casters, all swivel, and 3 45"" uprights with Brakes","[RPP-3848-B] Panel Mover with 6"" Phenolic Casters, all swivel, and 3 45"" uprights with Brakes",,1,40,29,9,59
Finished Goods,RPP-3848-B,"Panel Mover with 6"" Phenolic Casters, all swivel, and 3 45"" uprights with Brakes","[RPP-3848-B] Panel Mover with 6"" Phenolic Casters, all swivel, and 3 45"" uprights with Brakes",,2,50,40,4,35
Finished Goods,RPP-3848-NU,"Panel Mover ,6"" all swivel casters, NO Uprights","[RPP-3848-NU] Panel Mover ,6"" all swivel casters, NO Uprights",,1,40,29,9,59
Finished Goods,RPP-3853,"Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 3 45"" uprights","[RPP-3853] Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 3 45"" uprights",,1,40,29,9,54
Finished Goods,RPP-3853,"Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 3 45"" uprights","[RPP-3853] Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 3 45"" uprights",,2,50,40,4,52
Finished Goods,RPP-3853-B,"Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 3 45"" uprights with Brakes","[RPP-3853-B] Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 3 45"" uprights with Brakes",,1,40,29,9,54
Finished Goods,RPP-3853-B,"Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 3 45"" uprights with Brakes","[RPP-3853-B] Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 3 45"" uprights with Brakes",,2,50,40,4,52
Finished Goods,RPP-3853US,"Panel Mover with 5"" Poly Casters, 2 Fixed and 2 Swivel; and 3 45"" Uprights","[RPP-3853US] Panel Mover with 5"" Poly Casters, 2 Fixed and 2 Swivel; and 3 45"" Uprights",,1,40,29,9,54
Finished Goods,RPP-3853US,"Panel Mover with 5"" Poly Casters, 2 Fixed and 2 Swivel; and 3 45"" Uprights","[RPP-3853US] Panel Mover with 5"" Poly Casters, 2 Fixed and 2 Swivel; and 3 45"" Uprights",,2,50,40,4,52
Finished Goods,RPP-3854,"Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3854] Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights",,1,40,29,9,57
Finished Goods,RPP-3854,"Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3854] Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights",,2,50,40,4,52
Finished Goods,RPP-3854-B,"Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights with Brakes","[RPP-3854-B] Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights with Brakes",,1,40,29,9,54
Finished Goods,RPP-3854-B,"Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights with Brakes","[RPP-3854-B] Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights with Brakes",,2,50,40,4,52
Finished Goods,RPP-3854US,"Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3854US] Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights",,1,40,29,9,54
Finished Goods,RPP-3854US,"Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3854US] Panel Mover with 5"" Poly Casters, all swivel, and 3 45"" uprights",,2,50,40,4,52
Finished Goods,RPP-3855,"Panel Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3855] Panel Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights",,1,40,29,9,54
Finished Goods,RPP-3855,"Panel Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3855] Panel Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights",,2,50,40,4,35
Finished Goods,RPP-3855-B,"Panel Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3855-B] Panel Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",,1,40,29,9,54
Finished Goods,RPP-3855-B,"Panel Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3855-B] Panel Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",,2,50,40,4,35
Finished Goods,RPP-3856,"Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3856] Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights",,1,40,29,9,56
Finished Goods,RPP-3856,"Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3856] Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights",,2,50,40,4,35
Finished Goods,RPP-3856-B,"Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3856-B] Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",,1,40,29,9,54
Finished Goods,RPP-3856-B,"Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3856-B] Panel Mover with 6"" Phenolic Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",,2,50,40,4,35
Finished Goods,RPP-3857,"Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights","[RPP-3857] Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights",,1,40,29,9,57
Finished Goods,RPP-3857,"Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights","[RPP-3857] Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights",,2,50,40,4,35
Finished Goods,RPP-3857-B,"Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights with Brakes","[RPP-3857-B] Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights with Brakes",,1,40,29,9,54
Finished Goods,RPP-3857-B,"Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights with Brakes","[RPP-3857-B] Panel Mover with 5"" Phenolic Casters, all swivel, and 2 45"" uprights with Brakes",,2,50,40,4,35
Finished Goods,RPP-3858,"Panel Mover 2-45"" uprights, 6"" Phenolic casters, All swivel","[RPP-3858] Panel Mover 2-45"" uprights, 6"" Phenolic casters, All swivel",,1,40,29,9,59
Finished Goods,RPP-3858,"Panel Mover 2-45"" uprights, 6"" Phenolic casters, All swivel","[RPP-3858] Panel Mover 2-45"" uprights, 6"" Phenolic casters, All swivel",,2,50,40,4,35
Finished Goods,RPP-3861,"Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3861] Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights",,1,40,29,9,54
Finished Goods,RPP-3861,"Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3861] Panel Mover with 5"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights",,2,50,40,4,35
Finished Goods,RPP-3863,"Panel Mover with 5"" Poly Casters, All Swivel, and 2 45"" Uprights","[RPP-3863] Panel Mover with 5"" Poly Casters, All Swivel, and 2 45"" Uprights",,1,40,29,9,57
Finished Goods,RPP-3863,"Panel Mover with 5"" Poly Casters, All Swivel, and 2 45"" Uprights","[RPP-3863] Panel Mover with 5"" Poly Casters, All Swivel, and 2 45"" Uprights",,2,50,40,4,35
Finished Goods,RPP-3985,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...","[RPP-3985] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...",,1,55,17,9,56
Finished Goods,RPP-3985,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...","[RPP-3985] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...",,2,55,17,3,28
Finished Goods,RPP-3985 - B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...","[RPP-3985 - B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...",,1,55,17,9,56
Finished Goods,RPP-3985 - B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...","[RPP-3985 - B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 End Up...",,2,55,17,3,28
Finished Goods,RPP-3986,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights","[RPP-3986] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights",,1,55,17,9,54
Finished Goods,RPP-3986,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights","[RPP-3986] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights",,2,55,17,3,28
Finished Goods,RPP-3986 - B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights wit...","[RPP-3986 - B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights wit...",,1,55,17,9,54
Finished Goods,RPP-3986 - B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights wit...","[RPP-3986 - B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 End Uprights wit...",,2,55,17,3,28
Finished Goods,RPP-3986 NC,"Heavy Duty Narrow Panel/Sheet Mover ,2 End Uprights, No Casters","[RPP-3986 NC] Heavy Duty Narrow Panel/Sheet Mover ,2 End Uprights, No Casters",,1,55,17,9,54
Finished Goods,RPP-3986 NC,"Heavy Duty Narrow Panel/Sheet Mover ,2 End Uprights, No Casters","[RPP-3986 NC] Heavy Duty Narrow Panel/Sheet Mover ,2 End Uprights, No Casters",,2,55,17,3,28
Finished Goods,RPP-3987 NC,"Heavy Duty Narrow Panel/Sheet Mover, 2 Side Uprights, No Casters","[RPP-3987 NC] Heavy Duty Narrow Panel/Sheet Mover, 2 Side Uprights, No Casters",,1,55,17,9,56
Finished Goods,RPP-3987 NC,"Heavy Duty Narrow Panel/Sheet Mover, 2 Side Uprights, No Casters","[RPP-3987 NC] Heavy Duty Narrow Panel/Sheet Mover, 2 Side Uprights, No Casters",,2,55,17,3,28
Finished Goods,RPP-3987-B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987-B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",,1,55,17,9,56
Finished Goods,RPP-3987-B,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987-B] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",,2,55,17,3,28
Finished Goods,RPP-3987US,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987US] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",,1,55,17,9,56
Finished Goods,RPP-3987US,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987US] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",,2,55,17,3,28
Finished Goods,RPP-3988,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 Side Uprights","[RPP-3988] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 Side Uprights",,1,55,17,9,56
Finished Goods,RPP-3988,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 Side Uprights","[RPP-3988] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, all swivel, and 2 Side Uprights",,2,55,31,3,31
Finished Goods,RPP-3988-B,"Heavy Duty Narrow Panel/Sheet Mover 5"" All Swivel Casters, 2 with Brakes, 2 Side Uprights","[RPP-3988-B] Heavy Duty Narrow Panel/Sheet Mover 5"" All Swivel Casters, 2 with Brakes, 2 Side Uprights",,1,55,17,9,56
Finished Goods,RPP-3988-B,"Heavy Duty Narrow Panel/Sheet Mover 5"" All Swivel Casters, 2 with Brakes, 2 Side Uprights","[RPP-3988-B] Heavy Duty Narrow Panel/Sheet Mover 5"" All Swivel Casters, 2 with Brakes, 2 Side Uprights",,2,55,17,3,28
Finished Goods,RPP-3989,"Narrow Heavy Duty Panel Mover Base, 2 Side Uprights, NO Casters","[RPP-3989] Narrow Heavy Duty Panel Mover Base, 2 Side Uprights, NO Casters",,1,55,17,9,56
Finished Goods,RPP-3989,"Narrow Heavy Duty Panel Mover Base, 2 Side Uprights, NO Casters","[RPP-3989] Narrow Heavy Duty Panel Mover Base, 2 Side Uprights, NO Casters",,2,55,17,3,28
Finished Goods,RPP-5005,"PAINTED DECK (3900) 2 X- Tall, 2 Std Uprights, 4 Connector Bars 5"" 2 F & 2 SW Casters","[RPP-5005] PAINTED DECK (3900) 2 X- Tall, 2 Std Uprights, 4 Connector Bars 5"" 2 F & 2 SW Casters",,1,55,17,9,53
Finished Goods,RPP-5005,"PAINTED DECK (3900) 2 X- Tall, 2 Std Uprights, 4 Connector Bars 5"" 2 F & 2 SW Casters","[RPP-5005] PAINTED DECK (3900) 2 X- Tall, 2 Std Uprights, 4 Connector Bars 5"" 2 F & 2 SW Casters",,2,55,31,3,31
Finished Goods,RPP-3987,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",,1,55,17,9,56
Finished Goods,RPP-3987,"Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...","[RPP-3987] Heavy Duty Narrow Panel/Sheet Mover with 5"" Phenolic Casters, 2 fixed and 2 swivel, and 2 Side U...",,2,56,31,3,32
Finished Goods,RPP-5051,"PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5051] PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters",,1,56,33,8,111
Finished Goods,RPP-5051,"PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5051] PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters",,2,56,42,3,33
Finished Goods,RPP-5056,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" casters 2F & Sw","[RPP-5056] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" casters 2F & Sw",,1,56,42,3,33
Finished Goods,RPP-5056,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" casters 2F & Sw","[RPP-5056] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" casters 2F & Sw",,2,56,42,3,33
Finished Goods,RPP-5057,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters","[RPP-5057] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters",,1,56,33,8,111
Finished Goods,RPP-5057,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters","[RPP-5057] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters",,2,56,42,3,33
Finished Goods,RPP-5058,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5058] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",,1,56,33,8,114
Finished Goods,RPP-5058,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5058] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",,2,56,42,3,33
Finished Goods,RPP-5059,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters","[RPP-5059] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters",,1,56,33,8,111
Finished Goods,RPP-5059,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters","[RPP-5059] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters",,2,56,42,3,41
Finished Goods,RPP-5005US,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 5"" 2 F & 2 SW Casters","[RPP-5005US] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 5"" 2 F & 2 SW Casters",,1,55,17,9,53
Finished Goods,RPP-5005US,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 5"" 2 F & 2 SW Casters","[RPP-5005US] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 5"" 2 F & 2 SW Casters",,2,57,42,3,57
Finished Goods,RPP-5006,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 6"" 2F & 2 SW Casters","[RPP-5006] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 6"" 2F & 2 SW Casters",,1,56,33,8,114
Finished Goods,RPP-5006,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 6"" 2F & 2 SW Casters","[RPP-5006] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 6"" 2F & 2 SW Casters",,2,57,42,3,57
Finished Goods,RPP-5008,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters","[RPP-5008] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters",,1,56,33,8,114
Finished Goods,RPP-5008,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters","[RPP-5008] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters",,2,57,42,3,57
Finished Goods,RPP-5008US,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters","[RPP-5008US] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters",,1,56,33,8,114
Finished Goods,RPP-5008US,"PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters","[RPP-5008US] PAINTED DECK (3900) 2 X-Tall, 2 Std Uprights, 4 Connector Bars, 8"" 2F & 2 SW Casters",,2,57,42,3,57
Finished Goods,RPP-5009,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters","[RPP-5009] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters",,1,56,33,8,111
Finished Goods,RPP-5009,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters","[RPP-5009] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters",,2,57,42,3,57
Finished Goods,RPP-5010,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,6""ALL SWIVEL casters","[RPP-5010] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,6""ALL SWIVEL casters",,1,56,33,8,114
Finished Goods,RPP-5010,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,6""ALL SWIVEL casters","[RPP-5010] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,6""ALL SWIVEL casters",,2,57,42,3,57
Finished Goods,RPP-5012,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,8""ALL SWIVEL casters","[RPP-5012] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,8""ALL SWIVEL casters",,1,56,33,8,111
Finished Goods,RPP-5012,"PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,8""ALL SWIVEL casters","[RPP-5012] PAINTED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,8""ALL SWIVEL casters",,2,57,42,3,41
Finished Goods,RPP-5012- N C,"PAINTED Deck ( 3900) 2-X-tall uprights, 2 std. uprights, 4 connector braces NO Casters","[RPP-5012- N C] PAINTED Deck ( 3900) 2-X-tall uprights, 2 std. uprights, 4 connector braces NO Casters",,1,56,33,8,111
Finished Goods,RPP-5012- N C,"PAINTED Deck ( 3900) 2-X-tall uprights, 2 std. uprights, 4 connector braces NO Casters","[RPP-5012- N C] PAINTED Deck ( 3900) 2-X-tall uprights, 2 std. uprights, 4 connector braces NO Casters",,2,57,42,3,57
Finished Goods,RPP-5013,"COATED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" 2F & 2 S casters","[RPP-5013] COATED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" 2F & 2 S casters",,1,56,33,8,114
Finished Goods,RPP-5013,"COATED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" 2F & 2 S casters","[RPP-5013] COATED DECK (3900) 2 x-tall,2 std uprights,4 connector bars,5"" 2F & 2 S casters",,2,57,42,3,57
Finished Goods,RPP-5014,"COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,6"" 2F & 2 Sw casters","[RPP-5014] COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,6"" 2F & 2 Sw casters",,1,56,33,8,132
Finished Goods,RPP-5014,"COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,6"" 2F & 2 Sw casters","[RPP-5014] COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,6"" 2F & 2 Sw casters",,2,57,42,3,57
Finished Goods,RPP-5015,"COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,8"" 2F & 2 SW casters","[RPP-5015] COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,8"" 2F & 2 SW casters",,1,56,33,8,135
Finished Goods,RPP-5015,"COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,8"" 2F & 2 SW casters","[RPP-5015] COATED DECK (3900) 2x-tall,2 std uprights,4 connector bars,8"" 2F & 2 SW casters",,2,57,42,3,57
