categ_id (catagory),default_code,description,combined,PackID,Sequence,Length 1,Width 1,Height 1,Weight 1
Finished Goods,RPP-5016,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters","[RPP-5016] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters",,1,56,33,8,111
Finished Goods,RPP-5016,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters","[RPP-5016] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,5"" ALL SWIVEL casters",,2,57,42,3,57
Finished Goods,RPP-5017,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,6"" ALL SWIVEL casters","[RPP-5017] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,6"" ALL SWIVEL casters",,1,56,33,8,114
Finished Goods,RPP-5017,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,6"" ALL SWIVEL casters","[RPP-5017] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,6"" ALL SWIVEL casters",,2,57,42,3,57
Finished Goods,RPP-5018,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,8"" ALL SWIVEL casters","[RPP-5018] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,8"" ALL SWIVEL casters",,1,56,33,8,57
Finished Goods,RPP-5018,"COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,8"" ALL SWIVEL casters","[RPP-5018] COATED DECK(3900) 2x-tall,2 std uprights,4 connector bars,8"" ALL SWIVEL casters",,2,57,42,3,57
Finished Goods,RPP-505,"Stacked Chair Dolly, No Wheels","[RPP-505] Stacked Chair Dolly, No Wheels",,1,37,28,15,22
Finished Goods,RPP-5050,"PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw","[RPP-5050] PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw",,1,56,33,8,135
Finished Goods,RPP-5050,"PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw","[RPP-5050] PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw",,2,57,42,3,57
Finished Goods,RPP-5050US,"PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw","[RPP-5050US] PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw",,1,56,33,8,57
Finished Goods,RPP-5050US,"PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw","[RPP-5050US] PAINTED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 5"" casters 2F & 2 Sw",,2,57,42,3,57
Finished Goods,RPP-5051US,"PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5051US] PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters",,1,56,33,8,111
Finished Goods,RPP-5051US,"PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5051US] PAINTED DECK (3900) 1 x-tall, 1 std, 1short upright, 1 lip attach, 5"" ALL Swivel casters",,2,57,42,3,57
Finished Goods,RPP-5058US,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5058US] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",,1,56,33,8,111
Finished Goods,RPP-5058US,"PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5058US] PAINTED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",,2,57,42,3,57
Finished Goods,RPP-5060,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright,1 lip attach 5"" casters 2F & 2 Sw","[RPP-5060] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright,1 lip attach 5"" casters 2F & 2 Sw",,1,56,33,8,133
Finished Goods,RPP-5060,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright,1 lip attach 5"" casters 2F & 2 Sw","[RPP-5060] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright,1 lip attach 5"" casters 2F & 2 Sw",,2,57,42,3,41
Finished Goods,RPP-5060- N/C,"Coated 3900 base,1x-tall upright,1 std upright,1 short upright & 1 lip attachment NO CASTERS","[RPP-5060- N/C] Coated 3900 base,1x-tall upright,1 std upright,1 short upright & 1 lip attachment NO CASTERS",,1,56,33,8,111
Finished Goods,RPP-5060- N/C,"Coated 3900 base,1x-tall upright,1 std upright,1 short upright & 1 lip attachment NO CASTERS","[RPP-5060- N/C] Coated 3900 base,1x-tall upright,1 std upright,1 short upright & 1 lip attachment NO CASTERS",,2,57,42,3,57
Finished Goods,RPP-5061,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5061] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 5"" ALL Swivel casters",,1,56,33,8,111
Finished Goods,RPP-5061,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 5"" ALL Swivel casters","[RPP-5061] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 5"" ALL Swivel casters",,2,57,42,3,41
Finished Goods,RPP-5066,"COATED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 6"" casters 2F & 2 Sw","[RPP-5066] COATED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 6"" casters 2F & 2 Sw",,1,56,33,8,111
Finished Goods,RPP-5066,"COATED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 6"" casters 2F & 2 Sw","[RPP-5066] COATED DECK (3900) 1 x-tall,1 std, 1 short upright, 1 lip attach, 6"" casters 2F & 2 Sw",,2,57,42,3,41
Finished Goods,RPP-5067,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters","[RPP-5067] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters",,1,56,33,8,111
Finished Goods,RPP-5067,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters","[RPP-5067] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 6"" ALL Swivel casters",,2,57,42,3,57
Finished Goods,RPP-5068,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5068] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",,1,56,33,8,111
Finished Goods,RPP-5068,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5068] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",,2,57,42,3,41
Finished Goods,RPP-5069,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters","[RPP-5069] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters",,1,56,33,8,111
Finished Goods,RPP-5069,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters","[RPP-5069] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters",,2,57,42,3,41
Finished Goods,RPP-900,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-900] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel",,1,8,32,43,47
Finished Goods,RPP-900,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-900] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel",,2,3,32,70,41
Finished Goods,RPP-900F,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-900F] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel",,1,8,32,43,47
Finished Goods,RPP-900F,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-900F] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel",,2,3,32,70,41
Finished Goods,RPP-900LUS,"Hanging Folded Chair Storage Truck for Lifetime Chairs, with 5"" Phenolic Casters, all swivel","[RPP-900LUS] Hanging Folded Chair Storage Truck for Lifetime Chairs, with 5"" Phenolic Casters, all swivel",,1,8,32,63,34
Finished Goods,RPP-900LUS,"Hanging Folded Chair Storage Truck for Lifetime Chairs, with 5"" Phenolic Casters, all swivel","[RPP-900LUS] Hanging Folded Chair Storage Truck for Lifetime Chairs, with 5"" Phenolic Casters, all swivel",,2,3,32,80,41
Finished Goods,RPP-900P,"Hanging Folded Chair Storage Truck with 5"" Poly Casters, all swivel","[RPP-900P] Hanging Folded Chair Storage Truck with 5"" Poly Casters, all swivel",,1,8,32,43,34
Finished Goods,RPP-900P,"Hanging Folded Chair Storage Truck with 5"" Poly Casters, all swivel","[RPP-900P] Hanging Folded Chair Storage Truck with 5"" Poly Casters, all swivel",,2,3,32,70,41
Finished Goods,RPP-900US,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-900US] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel",,1,8,32,43,34
Finished Goods,RPP-900US,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-900US] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel",,2,3,32,70,41
Finished Goods,RPP-915,"Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-915] Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",,1,8,32,43,29
Finished Goods,RPP-915,"Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-915] Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",,2,3,32,70,41
Finished Goods,RPP-915LUS,"Hanging Folded Chair and Table Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic C...","[RPP-915LUS] Hanging Folded Chair and Table Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic C...",,1,8,32,63,30
Finished Goods,RPP-915LUS,"Hanging Folded Chair and Table Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic C...","[RPP-915LUS] Hanging Folded Chair and Table Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic C...",,2,3,32,80,41
Finished Goods,RPP-915US,"Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-915US] Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",,1,8,32,43,30
Finished Goods,RPP-915US,"Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-915US] Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",,2,3,32,70,41
Finished Goods,RPP-916,Half height version of 915,[RPP-916] Half height version of 915,,1,8,32,43,30
Finished Goods,RPP-916,Half height version of 915,[RPP-916] Half height version of 915,,2,3,32,70,41
Finished Goods,RPP-920,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-920] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",,1,8,32,43,35
Finished Goods,RPP-920,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-920] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",,2,3,32,70,41
Finished Goods,RPP-920 E.P.M.,"Custom 920 60"" overall height 3 plain crossbars per unit Middle crossbar 30"" on center from ...","[RPP-920 E.P.M.] Custom 920 60"" overall height 3 plain crossbars per unit Middle crossbar 30"" on center from ...",,1,8,32,43,30
Finished Goods,RPP-920 E.P.M.,"Custom 920 60"" overall height 3 plain crossbars per unit Middle crossbar 30"" on center from ...","[RPP-920 E.P.M.] Custom 920 60"" overall height 3 plain crossbars per unit Middle crossbar 30"" on center from ...",,2,3,32,70,41
Finished Goods,RPP-920F,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-920F] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, 2 fixed and 2 swivel",,1,8,32,43,30
Finished Goods,RPP-920F,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-920F] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, 2 fixed and 2 swivel",,2,3,32,70,41
Finished Goods,RPP-920LUS,"Hanging Folded Chair Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic Casters, al...","[RPP-920LUS] Hanging Folded Chair Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic Casters, al...",,1,8,32,63,30
Finished Goods,RPP-920LUS,"Hanging Folded Chair Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic Casters, al...","[RPP-920LUS] Hanging Folded Chair Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic Casters, al...",,2,3,32,80,41
Finished Goods,RPP-920US,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-920US] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",,1,8,32,43,30
Finished Goods,RPP-920US,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-920US] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",,2,3,32,70,41
Finished Goods,RPP-930,"Hanging Folded Chair and Table Storage Truck Half Height, one sided hanger with 5"" Phenolic Ca...","[RPP-930] Hanging Folded Chair and Table Storage Truck Half Height, one sided hanger with 5"" Phenolic Ca...",,1,8,32,43,39
Finished Goods,RPP-930,"Hanging Folded Chair and Table Storage Truck Half Height, one sided hanger with 5"" Phenolic Ca...","[RPP-930] Hanging Folded Chair and Table Storage Truck Half Height, one sided hanger with 5"" Phenolic Ca...",,2,3,32,70,41
Finished Goods,RPP-935,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-935] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel",,1,8,32,43,39
Finished Goods,RPP-935,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-935] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel",,2,3,32,70,41
Finished Goods,RPP-935F,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-935F] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel",,1,8,32,43,39
Finished Goods,RPP-935F,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-935F] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel",,2,3,32,70,41
Finished Goods,RPP-935LUS,"Hanging Folded Chair and Table Storage Truck for Lifetime Chairs with 5"" Phenolic Casters, all s...","[RPP-935LUS] Hanging Folded Chair and Table Storage Truck for Lifetime Chairs with 5"" Phenolic Casters, all s...",,1,8,32,63,30
Finished Goods,RPP-935LUS,"Hanging Folded Chair and Table Storage Truck for Lifetime Chairs with 5"" Phenolic Casters, all s...","[RPP-935LUS] Hanging Folded Chair and Table Storage Truck for Lifetime Chairs with 5"" Phenolic Casters, all s...",,2,3,32,80,41
Finished Goods,RPP-935US,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-935US] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel",,1,8,32,43,30
Finished Goods,RPP-935US,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-935US] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel",,2,3,32,70,41
Finished Goods,RPP-940 E.P.M.,"Custom 940 48"" overall height , 2 plain cross bars per unit Emerson Process Management","[RPP-940 E.P.M.] Custom 940 48"" overall height , 2 plain cross bars per unit Emerson Process Management",,1,8,32,43,31
Finished Goods,RPP-940 E.P.M.,"Custom 940 48"" overall height , 2 plain cross bars per unit Emerson Process Management","[RPP-940 E.P.M.] Custom 940 48"" overall height , 2 plain cross bars per unit Emerson Process Management",,2,3,32,70,41
Finished Goods,RPP-940 F,Half Height Storage Truck with swivel And 2 Fixed casters,[RPP-940 F] Half Height Storage Truck with swivel And 2 Fixed casters,,1,8,32,43,31
Finished Goods,RPP-940 F,Half Height Storage Truck with swivel And 2 Fixed casters,[RPP-940 F] Half Height Storage Truck with swivel And 2 Fixed casters,,2,3,32,70,41
Finished Goods,RPP-940US,Half Height Chair Storage Truck,[RPP-940US] Half Height Chair Storage Truck,,1,8,32,43,31
Finished Goods,RPP-940US,Half Height Chair Storage Truck,[RPP-940US] Half Height Chair Storage Truck,,2,3,32,70,41
Finished Goods,RPP-943,"43.5"" long Pipe Rack","[RPP-943] 43.5"" long Pipe Rack",,1,8,32,43,31
Finished Goods,RPP-943,"43.5"" long Pipe Rack","[RPP-943] 43.5"" long Pipe Rack",,2,3,32,70,41
Finished Goods,RPP-975US,975 Pipe Rack (without brakes),[RPP-975US] 975 Pipe Rack (without brakes),,1,8,32,43,31
Finished Goods,RPP-975US,975 Pipe Rack (without brakes),[RPP-975US] 975 Pipe Rack (without brakes),,2,3,32,70,41
Finished Goods,RPP-976US,976 Pipe Rack (With Brakes),[RPP-976US] 976 Pipe Rack (With Brakes),,1,8,32,43,31
Finished Goods,RPP-976US,976 Pipe Rack (With Brakes),[RPP-976US] 976 Pipe Rack (With Brakes),,2,3,32,70,41
Finished Goods,RPP-Flagship FS1,Table Toter Flagship model,[RPP-Flagship FS1] Table Toter Flagship model,,1,40,14,6,45
Finished Goods,RPP-Round Toter R1,4'-5' ROUND TABLE TOTER R1,[RPP-Round Toter R1] 4'-5' ROUND TABLE TOTER R1,,1,40,14,6,45
Finished Goods,RPP-Strap Flagship Junior,"Replacement strap for Flagship/Junior T.T. 42""","[RPP-Strap Flagship Junior] Replacement strap for Flagship/Junior T.T. 42""",,1,40,14,6,45
Finished Goods,RPP-3969,"Heavy Duty Platform Truck with 8"" Poly Casters, all swivel, and 4 37.25"" Uprights","[RPP-3969] Heavy Duty Platform Truck with 8"" Poly Casters, all swivel, and 4 37.25"" Uprights",,1,56,33,9,72
Finished Goods,RPP-3969,"Heavy Duty Platform Truck with 8"" Poly Casters, all swivel, and 4 37.25"" Uprights","[RPP-3969] Heavy Duty Platform Truck with 8"" Poly Casters, all swivel, and 4 37.25"" Uprights",,2,15,13,10,28
Finished Goods,RPP-3828US,"Panel Mover with 8"" Poly Casters, 2 Fixed and 2 Swivel; & 3 Standard 26"" Uprights","[RPP-3828US] Panel Mover with 8"" Poly Casters, 2 Fixed and 2 Swivel; & 3 Standard 26"" Uprights",,1,42,31,6,59
Finished Goods,RPP-3828US,"Panel Mover with 8"" Poly Casters, 2 Fixed and 2 Swivel; & 3 Standard 26"" Uprights","[RPP-3828US] Panel Mover with 8"" Poly Casters, 2 Fixed and 2 Swivel; & 3 Standard 26"" Uprights",,2,16,13,10,24
Finished Goods,RPP-3829-B,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3829-B] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes",,1,40,28,6,36
Finished Goods,RPP-3829-B,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3829-B] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes",,2,16,13,10,24
Finished Goods,RPP-3829-B,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3829-B] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes",,3,16,13,10,25
Finished Goods,RPP-3703,"Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel","[RPP-3703] Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel",,1,50,34,5,38
Finished Goods,RPP-3703,"Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel","[RPP-3703] Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel",,2,49,45,3,38
Finished Goods,RPP-3703,"Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel","[RPP-3703] Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel",,3,16,13,10,24
Finished Goods,RPP-3706,"Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel","[RPP-3706] Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel",,1,50,34,5,38
Finished Goods,RPP-3706,"Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel","[RPP-3706] Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel",,2,49,45,3,38
Finished Goods,RPP-3706,"Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel","[RPP-3706] Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel",,3,16,13,10,28
Finished Goods,RPP-3711,"Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3711] Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes",,1,50,34,5,38
Finished Goods,RPP-3711,"Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3711] Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes",,2,49,45,3,38
Finished Goods,RPP-3711,"Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3711] Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes",,3,16,13,10,24
Finished Goods,RPP-3712,"Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes","[RPP-3712] Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes",,1,50,34,5,38
Finished Goods,RPP-3712,"Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes","[RPP-3712] Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes",,2,49,45,3,38
Finished Goods,RPP-3712,"Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes","[RPP-3712] Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes",,3,16,13,10,28
Finished Goods,RPP-3829,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel","[RPP-3829] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel",,1,40,28,6,36
Finished Goods,RPP-3829,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel","[RPP-3829] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel",,2,50,40,4,52
Finished Goods,RPP-3829,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel","[RPP-3829] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel",,3,16,13,10,25
Finished Goods,RPP-3881,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3881] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights",,1,40,28,6,34
Finished Goods,RPP-3881,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3881] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights",,2,50,40,4,52
Finished Goods,RPP-3881,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3881] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights",,3,16,13,10,28
Finished Goods,RPP-3884,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3884] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights",,1,40,28,6,65
Finished Goods,RPP-3884,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3884] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights",,2,50,40,4,35
Finished Goods,RPP-3884,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3884] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights",,3,16,13,10,24
Finished Goods,RPP-3884 - B,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3884 - B] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",,1,40,28,6,65
Finished Goods,RPP-3884 - B,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3884 - B] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",,2,50,40,4,35
Finished Goods,RPP-3884 - B,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3884 - B] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",,3,16,13,10,28
Finished Goods,RPP-3885,"Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights","[RPP-3885] Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights",,1,40,28,6,65
Finished Goods,RPP-3885,"Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights","[RPP-3885] Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights",,2,50,40,4,35
Finished Goods,RPP-3885,"Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights","[RPP-3885] Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights",,3,16,13,10,28
Finished Goods,RPP-3880US,"Panel Mover with 8"" Poly Casters, all swivel, and 3 standard uprights","[RPP-3880US] Panel Mover with 8"" Poly Casters, all swivel, and 3 standard uprights",,1,42,31,6,59
Finished Goods,RPP-3880US,"Panel Mover with 8"" Poly Casters, all swivel, and 3 standard uprights","[RPP-3880US] Panel Mover with 8"" Poly Casters, all swivel, and 3 standard uprights",,2,16,13,10,24
Finished Goods,RPP-3881 - B,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights with Brakes","[RPP-3881 - B] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights with Brakes",,1,40,28,6,65
